word,sentence,index,label
dance,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",8,0
styles,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",9,0
examination,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",12,0
students,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",15,0
training,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",18,0
courses,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",19,0
people,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",21,0
wishing,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",22,0
become,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",24,0
certified,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",25,0
dance,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",26,0
teachers,"The ISTD provides training in a range of dance styles , with examination syllabi for students , and training courses for people wishing to become certified dance teachers .",27,0
full,"Since 1972 he has been a full professor at the Technical University of Berlin , where he is heading the Department of Bionics and Evolution Techniques .",6,0.052631579
has,"Since 1972 he has been a full professor at the Technical University of Berlin , where he is heading the Department of Bionics and Evolution Techniques .",3,0
been,"Since 1972 he has been a full professor at the Technical University of Berlin , where he is heading the Department of Bionics and Evolution Techniques .",4,0
professor,"Since 1972 he has been a full professor at the Technical University of Berlin , where he is heading the Department of Bionics and Evolution Techniques .",7,0
is,"Since 1972 he has been a full professor at the Technical University of Berlin , where he is heading the Department of Bionics and Evolution Techniques .",17,0
heading,"Since 1972 he has been a full professor at the Technical University of Berlin , where he is heading the Department of Bionics and Evolution Techniques .",18,0
were,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",1,0.052631579
growing,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",17,0.052631579
bionics,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",20,0.421052632
still,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",16,0.052631579
subset,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",13,0.210526316
first,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",3,0
serious,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",4,0
technical,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",5,0
applications,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",6,0
artificial,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",8,0
evolution,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",9,0
important,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",12,0
field,"These were the first serious technical applications of artificial evolution , an important subset of the still growing field of bionics .",18,0
revelers,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",14,0.684210526
far,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",1,0
away,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",2,0
island,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",5,0
are,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",15,0
encouraged,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",16,0
drink,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",18,0
beer,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",20,0
may,"As far away as the island of Malta , in the Mediterranean Sea , revelers are encouraged to drink Mexican beer on May 5 .",22,0
cages,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",7,0.052631579
fish-tanks,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",21,0.052631579
handcuffs,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",3,0.105263158
coffins,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",9,0.052631579
straitjackets,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",5,0.210526316
barrels,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",14,0.105263158
perils,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",24,0.263157895
escape,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",1,0
steel,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",11,0
boxes,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",12,0
bags,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",16,0
burning,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",18,0
buildings,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",19,0
other,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",23,0
often,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",26,0
combination,"Escapologists escape from handcuffs , straitjackets , cages , coffins , steel boxes , barrels , bags , burning buildings , fish-tanks and other perils , often in combination .",28,0
possessor,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",5,0.052631579
harry,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",0,0
also,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",1,0
becomes,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",2,0
worthy,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",4,0
remaining,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",8,0
hence,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",20,0
becoming,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",21,0
TRUE,"Harry also becomes the worthy possessor of the remaining Deathly Hallows : the Invisibility Cloak and the Resurrection Stone , hence becoming the true Master of Death .",23,0
extratropical,"The storm continued , crossing the Outer Banks of North Carolina , and retained its strength until June 20 when it became extratropical near Newfoundland .",22,0.210526316
storm,"The storm continued , crossing the Outer Banks of North Carolina , and retained its strength until June 20 when it became extratropical near Newfoundland .",1,0
continued,"The storm continued , crossing the Outer Banks of North Carolina , and retained its strength until June 20 when it became extratropical near Newfoundland .",2,0
crossing,"The storm continued , crossing the Outer Banks of North Carolina , and retained its strength until June 20 when it became extratropical near Newfoundland .",4,0
retained,"The storm continued , crossing the Outer Banks of North Carolina , and retained its strength until June 20 when it became extratropical near Newfoundland .",13,0
strength,"The storm continued , crossing the Outer Banks of North Carolina , and retained its strength until June 20 when it became extratropical near Newfoundland .",15,0
became,"The storm continued , crossing the Outer Banks of North Carolina , and retained its strength until June 20 when it became extratropical near Newfoundland .",21,0
soaring,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",9,0.157894737
arid,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",3,0.210526316
has,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",1,0
desert,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",5,0
climate,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",6,0
temperatures,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",8,0
summer,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",14,0
often,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",16,0
reaching,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",17,0
high,"Tibooburra has an arid , desert climate with temperatures soaring above 40 Celsius in summer , often reaching as high as 47 C .",19,0
breakthrough,"A Toronto native , Robson 's breakthrough role was in Crazy Canucks , the story of the 1974 World Cup ski champions .",6,0.263157895
ski,"A Toronto native , Robson 's breakthrough role was in Crazy Canucks , the story of the 1974 World Cup ski champions .",20,0.105263158
role,"A Toronto native , Robson 's breakthrough role was in Crazy Canucks , the story of the 1974 World Cup ski champions .",7,0.052631579
native,"A Toronto native , Robson 's breakthrough role was in Crazy Canucks , the story of the 1974 World Cup ski champions .",2,0
was,"A Toronto native , Robson 's breakthrough role was in Crazy Canucks , the story of the 1974 World Cup ski champions .",8,0
story,"A Toronto native , Robson 's breakthrough role was in Crazy Canucks , the story of the 1974 World Cup ski champions .",14,0
champions,"A Toronto native , Robson 's breakthrough role was in Crazy Canucks , the story of the 1974 World Cup ski champions .",21,0
psychiatrist,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",9,0.157894737
take,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",6,0.052631579
enough,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",4,0.052631579
enough,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",14,0.052631579
's,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",2,0
good,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",3,0
's,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",12,0
good,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",13,0
make,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",16,0
song,"If it 's good enough to take to your psychiatrist , it 's good enough to make a song of .",18,0
duet,"One of the new tracks will be a duet with one of Timbaland 's most successful artists , Nelly Furtado .",8,0.105263158
new,"One of the new tracks will be a duet with one of Timbaland 's most successful artists , Nelly Furtado .",3,0
tracks,"One of the new tracks will be a duet with one of Timbaland 's most successful artists , Nelly Furtado .",4,0
be,"One of the new tracks will be a duet with one of Timbaland 's most successful artists , Nelly Furtado .",6,0
one,"One of the new tracks will be a duet with one of Timbaland 's most successful artists , Nelly Furtado .",10,0
most,"One of the new tracks will be a duet with one of Timbaland 's most successful artists , Nelly Furtado .",14,0
successful,"One of the new tracks will be a duet with one of Timbaland 's most successful artists , Nelly Furtado .",15,0
artists,"One of the new tracks will be a duet with one of Timbaland 's most successful artists , Nelly Furtado .",16,0
annexed,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",25,0.368421053
southern,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",8,0.052631579
earlier,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",0,0
year,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",2,0
had,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",5,0
conquered,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",6,0
half,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",9,0
was,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",17,0
ruled,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",18,0
french,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",21,0
nobleman,"Earlier that year , Ferdinand had conquered the southern half of the Kingdom of Navarre , which was ruled by a French nobleman , and annexed it to Spain .",22,0
regency,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",5,0.421052632
rebuffed,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",10,0.526315789
nobility,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",14,0.105263158
retain,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",3,0.052631579
attempted,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",1,0
permanently,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",6,0
was,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",9,0
replaced,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",16,0
husband,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",20,0
became,"Ferdinand attempted to retain the regency permanently , but was rebuffed by the Castilian nobility and replaced with Joanna 's husband , who became Philip I of Castile .",23,0
length,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,7,0.052631579
traditionally,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,2,0.052631579
fingers,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,18,0.052631579
made,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,10,0.052631579
roughly,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,3,0.105263158
metres,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,5,0.052631579
weaving,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,12,0.157894737
one,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,16,0.052631579
yarn,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,13,0.473684211
is,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,1,0.052631579
is,It is traditionally roughly three metres in length and is made by weaving yarn together with one 's fingers .,9,0.052631579
not,"After Lake Trasimene , Hannibal stated , `` I have not come to fight Italians , but on behalf of the Italians against Rome .",10,0.052631579
fight,"After Lake Trasimene , Hannibal stated , `` I have not come to fight Italians , but on behalf of the Italians against Rome .",13,0.052631579
have,"After Lake Trasimene , Hannibal stated , `` I have not come to fight Italians , but on behalf of the Italians against Rome .",9,0
come,"After Lake Trasimene , Hannibal stated , `` I have not come to fight Italians , but on behalf of the Italians against Rome .",11,0.052631579
stated,"After Lake Trasimene , Hannibal stated , `` I have not come to fight Italians , but on behalf of the Italians against Rome .",5,0.105263158
behalf,"After Lake Trasimene , Hannibal stated , `` I have not come to fight Italians , but on behalf of the Italians against Rome .",18,0.052631579
accord,"There is another article on the Belfast Agreement , also called the Good Friday Agreement , a peace accord that was signed in Northern Ireland in 1998 .",18,0.157894737
is,"There is another article on the Belfast Agreement , also called the Good Friday Agreement , a peace accord that was signed in Northern Ireland in 1998 .",1,0
article,"There is another article on the Belfast Agreement , also called the Good Friday Agreement , a peace accord that was signed in Northern Ireland in 1998 .",3,0
also,"There is another article on the Belfast Agreement , also called the Good Friday Agreement , a peace accord that was signed in Northern Ireland in 1998 .",9,0
called,"There is another article on the Belfast Agreement , also called the Good Friday Agreement , a peace accord that was signed in Northern Ireland in 1998 .",10,0
peace,"There is another article on the Belfast Agreement , also called the Good Friday Agreement , a peace accord that was signed in Northern Ireland in 1998 .",17,0
was,"There is another article on the Belfast Agreement , also called the Good Friday Agreement , a peace accord that was signed in Northern Ireland in 1998 .",20,0
signed,"There is another article on the Belfast Agreement , also called the Good Friday Agreement , a peace accord that was signed in Northern Ireland in 1998 .",21,0
marrow,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,8,0.421052632
medical,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,2,0
community,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,3,0
observed,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,4,0
bone,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,7,0
victims,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,10,0
atomic,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,13,0
bombings,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,14,0
was,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,19,0
completely,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,20,0
destroyed,The Japanese medical community observed that the bone marrow of victims of the atomic bombings of Hiroshima and Nagasaki was completely destroyed .,21,0
cancer,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",1,0
body,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",3,0
cells,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",4,0
are,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",5,0
copying,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",6,0
contents,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",8,0
then,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",10,0
creating,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",11,0
new,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",12,0
cells,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",13,0
copies,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",16,0
body,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",20,0
has,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",21,0
control,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",23,0
reactions,"In cancer , body cells are copying their contents and then creating new cells with these copies , but the body has no control over these reactions .",26,0
hole,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",18,0.052631579
spider,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",17,0.052631579
farmhouse,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",22,0.052631579
ad-dawr,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",24,0.578947368
was,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",1,0
found,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",2,0
approximately,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",4,0
time,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",8,0
underground,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",15,0
home,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",27,0
town,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",28,0
was,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",33,0
called,"He was found at approximately 8:30 PM Iraqi time on December 13 , in an underground '' spider hole '' at a farmhouse in ad-Dawr near his home town Tikrit , in what was called Operation Red Dawn .",34,0
soul-state,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",17,0.210526316
intellect,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",12,0.052631579
merely,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",4,0.157894737
consciousness,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",1,0.052631579
is,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",2,0
not,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",3,0
body,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",8,0
mind,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",10,0
mind,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",20,0
exists,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",22,0
existence,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",27,0
pure,"This consciousness is not merely that of the body or mind and intellect , but of a soul-state above the mind that exists within and beyond our existence , the pure Self of all .",30,0
tuberculosis,They died of tuberculosis in June 1825 soon after their father removed them from the school on 1 June .,3,0.105263158
soon,They died of tuberculosis in June 1825 soon after their father removed them from the school on 1 June .,7,0.052631579
died,They died of tuberculosis in June 1825 soon after their father removed them from the school on 1 June .,1,0
father,They died of tuberculosis in June 1825 soon after their father removed them from the school on 1 June .,10,0
removed,They died of tuberculosis in June 1825 soon after their father removed them from the school on 1 June .,11,0
school,They died of tuberculosis in June 1825 soon after their father removed them from the school on 1 June .,15,0
strings,The strings travel from near the top of the `` neck '' down the `` fingerboard '' and on to the `` tail piece '' .,1,0.157894737
fingerboard,The strings travel from near the top of the `` neck '' down the `` fingerboard '' and on to the `` tail piece '' .,15,0.421052632
travel,The strings travel from near the top of the `` neck '' down the `` fingerboard '' and on to the `` tail piece '' .,2,0.052631579
top,The strings travel from near the top of the `` neck '' down the `` fingerboard '' and on to the `` tail piece '' .,6,0.052631579
piece,The strings travel from near the top of the `` neck '' down the `` fingerboard '' and on to the `` tail piece '' .,23,0.157894737
neck,The strings travel from near the top of the `` neck '' down the `` fingerboard '' and on to the `` tail piece '' .,10,0.052631579
tail,The strings travel from near the top of the `` neck '' down the `` fingerboard '' and on to the `` tail piece '' .,22,0.157894737
teams,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,2,0
finals,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,5,0
then,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,6,0
play,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,7,0
weeks,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,10,0
host,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,13,0
nation,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,14,0
determine,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,16,0
champion,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,18,0
tournament,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,20,0
winner,The 32 teams in the finals then play for four weeks in the host nation to determine the champion ( tournament winner ) .,21,0
embark,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",12,0.315789474
sends,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",1,0
have,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",6,0
killed,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",8,0
is,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",13,0
attacked,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",14,0
pirates,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",16,0
take,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",18,0
prisoner,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",20,0
then,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",22,0
return,"Claudius sends Hamlet to England to have him killed , but his embark is attacked by pirates who take Hamlet prisoner but then return him to Denmark .",23,0
heroin,"This means that if a person starts taking heroin , crack , or cocaine , that persons body will physically need to keep taking the drug , to discontinue use may cause them to become sick .",8,0.052631579
means,"This means that if a person starts taking heroin , crack , or cocaine , that persons body will physically need to keep taking the drug , to discontinue use may cause them to become sick .",1,0
